strategy,strategy_notes,signal_month,ticker,GICS Sector,score,allocated_cash,gross_stock_return,cost_drag_per_holding,realized_stock_return
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,MO,Consumer Staples,0.923162900747079,50851.130334691974,-0.022806004618098,0.0,-0.022806004618098
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,SPGI,Financials,0.7623908251912159,50851.130334691974,0.1408832041828434,0.0,0.1408832041828434
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,UPS,Industrials,0.7441542018035625,50851.130334691974,0.0046468401487722,0.0,0.0046468401487722
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,KLAC,Information Technology,0.6436873129832706,50851.130334691974,0.0371232876708931,0.0,0.0371232876708931
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,MSI,Information Technology,0.5670222313629297,50851.130334691974,0.0534467051329268,0.0,0.0534467051329268
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,LMT,Industrials,0.5250278485124678,50851.130334691974,0.018087334837636,0.0,0.018087334837636
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,VZ,Communication Services,0.43672542461110675,50851.130334691974,0.0020852952496077,0.0,0.0020852952496077
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,AWK,Utilities,0.33641288099882793,50851.130334691974,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,NVDA,Information Technology,0.3358813656532106,50851.130334691974,0.2213903742988361,0.0,0.2213903742988361
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,TSN,Consumer Staples,0.33424629783208915,50851.130334691974,0.104773341339742,0.0,0.104773341339742
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,ATO,Utilities,0.3238814648488276,50851.130334691974,-0.026595095767494,0.0,-0.026595095767494
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,HII,Industrials,0.31686527534559383,50851.130334691974,0.0191331049960143,0.0,0.0191331049960143
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,CINF,Financials,0.26909083051509686,50851.130334691974,-0.0030695315634594,0.0,-0.0030695315634594
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,ULTA,Consumer Discretionary,0.2559989543912401,50851.130334691974,0.0755136492773911,0.0,0.0755136492773911
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-06-30,CPB,Consumer Staples,0.24888522910519484,50851.130334691974,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,LII,Industrials,1.9706709500244022,52312.21621158334,0.0276253668494035,0.0,0.0276253668494035
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,CHTR,Communication Services,1.9553162794259806,52312.21621158334,0.0920013585802834,0.0,0.0920013585802834
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,SPGI,Financials,1.8303899747053158,52312.21621158334,0.0138919840840827,0.0,0.0138919840840827
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,CLX,Consumer Staples,1.8134495821393644,52312.21621158334,0.0027548209375289,0.0,0.0027548209375289
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,KMB,Consumer Staples,1.7758690229690444,52312.21621158334,-0.0089769385536429,0.0,-0.0089769385536429
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,KLAC,Information Technology,1.3895424054094914,52312.21621158334,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,MO,Consumer Staples,1.359229693074636,52312.21621158334,-0.0232042565763106,0.0,-0.0232042565763106
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,UPS,Industrials,1.2742300646473737,52312.21621158334,0.0171546445935577,0.0,0.0171546445935577
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,YUM,Consumer Discretionary,1.2077898443543988,52312.21621158334,0.0168142584923123,0.0,0.0168142584923123
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,MSI,Information Technology,1.1419811220830773,52312.21621158334,0.1093659942367317,0.0,0.1093659942367317
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,TSN,Consumer Staples,0.9824708469216011,52312.21621158334,0.0272728042845415,0.0,0.0272728042845415
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,LMT,Industrials,0.9803996872536987,52312.21621158334,-0.0316104358713916,0.0,-0.0316104358713916
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,NVDA,Information Technology,0.9180162322758716,52312.21621158334,0.0717148592265295,0.0,0.0717148592265295
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,POOL,Consumer Discretionary,0.9173504487587889,52312.21621158334,-0.0075062008009657,0.0,-0.0075062008009657
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,AWK,Utilities,0.8773017111024176,52312.21621158334,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,AMAT,Information Technology,0.8538605778595396,52312.21621158334,0.1336475850532381,0.0,0.1336475850532381
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,HII,Industrials,0.8538161833617754,52312.21621158334,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,ULTA,Consumer Discretionary,0.8253461336999707,52312.21621158334,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,VZ,Communication Services,0.8220826989363008,52312.21621158334,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-07-31,HD,Consumer Discretionary,0.8185737026259957,52312.21621158334,-0.0235397442537855,0.0,-0.0235397442537855
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,LII,Industrials,1.225655715061277,52750.08541723814,-0.0264106351782814,0.0,-0.0264106351782814
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,SPGI,Financials,1.1292788755436927,52750.08541723814,0.024611398963876,0.0,0.024611398963876
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,KMB,Consumer Staples,1.0821506242986831,52750.08541723814,-0.0074744563875861,0.0,-0.0074744563875861
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,CLX,Consumer Staples,1.0339690046998733,52750.08541723814,-0.05,0.0,-0.05
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,KLAC,Information Technology,0.8353616298791824,52750.08541723814,0.0021564117308827,0.0,0.0021564117308827
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,YUM,Consumer Discretionary,0.8256259031324034,52750.08541723814,0.002539191873889,0.0,0.002539191873889
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,MO,Consumer Staples,0.8182730601632056,52750.08541723814,-0.0314530662576947,0.0,-0.0314530662576947
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,UPS,Industrials,0.7556829774505271,52750.08541723814,-0.0013697379229017,0.0,-0.0013697379229017
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,TSN,Consumer Staples,0.6239026571112178,52750.08541723814,-0.0120402222802217,0.0,-0.0120402222802217
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,AMAT,Information Technology,0.6221174488970502,52750.08541723814,0.0070140280544199,0.0,0.0070140280544199
improved_8_equal_weight_top20,Improved 8: improved 4 design with equal-weight 1/N sizing at top 20. Each position targets 5 pct of current portfolio equity. Top-N expansion from 10 to 20 and switch from fixed-dollar to percent-of-equity sizing are mechanically coupled and treated as a single improvement. Stop-loss / take-profit inherited from improved 4.,2016-08-31,NVDA,Information Technology,0.5680429934275608,52750.08541723814,-0.05,0.0,-0.05
